"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","EquipmentInstalled_MonitoringType","EquipmentInstalled_InstallationDate","EquipmentInstalled_DecommissionedDate","EquipmentInstalled_PumpType","EquipmentInstalled_DepthtoPumpIntake","EquipmentInstalled_PumpPowerSource","EquipmentInstalled_MeterType","EquipmentInstalled_WaterMeterBulkMeterIndicator","EquipmentInstalled_WaterMeterMaximumMeasurementValue","EquipmentInstalled_RainfallMonitoringEquipmentType","EquipmentInstalled_RainfallOtherEquipmentType","EquipmentInstalled_ElectronicDataLogger","EquipmentInstalled_OtherElectronicDataLoggerType","EquipmentInstalled_MeasurementMethod","EquipmentInstalled_WaterLevelMonitoringEquipmentType"
"Dept Water - North West","2426CC00290","Borehole","-24.80068","26.01633",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00292","Borehole","-24.80068","26.01634",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00250","Borehole","-24.80068","26.08299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00252","Borehole","-24.80068","26.08300",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00254","Borehole","-24.80068","26.08301",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00334","Borehole","-24.80040","26.03966",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72007","Borehole","-24.79996","26.03896",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0061","Borehole","-24.79996","26.03907",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00325","Borehole","-24.79985","26.04049","Non Monitoring","1900-01-01","","Mono Type Pump",,,,,,,,,,,
"Dept Water - North West","2426CCE0076","Borehole","-24.79985","26.07866",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCV0001","Borehole","-24.79906","26.01428",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0062","Borehole","-24.79873","26.04331",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00326","Borehole","-24.79707","26.04772","Non Monitoring","1995-07-26","","Positive Displacement",,,,,,,,,,,
"Dept Water - North West","2426CCV0020","Borehole","-24.79599","26.03829",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00327","Borehole","-24.79596","26.05216","Non Monitoring","1995-07-27","","Mono Type Pump",,,,,,,,,,,
"Dept Water - North West","2426CC00332","Borehole","-24.79596","26.07077",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0063","Borehole","-24.79549","26.05192",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72017","Borehole","-24.79479","26.05583",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0065","Borehole","-24.79476","26.05597",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00328","Borehole","-24.79374","26.05966","Non Monitoring","1995-07-29","","Positive Displacement",,,,,,,,,,,
"Dept Water - North West","2426CC00329","Borehole","-24.79262","26.05133","Non Monitoring","1995-07-30","","Mono Type Pump",,,,,,,,,,,
"Dept Water - North West","2426CCV0021","Borehole","-24.79241","26.04386",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00314","Borehole","-24.79230","26.03709",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0067","Borehole","-24.79192","26.05497",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCV0014","Borehole","-24.79191","26.03545",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0064","Borehole","-24.79183","26.05172",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00331","Borehole","-24.79151","26.05799","Non Monitoring","1995-07-28","","Positive Displacement",,,,,,,,,,,
"Dept Water - North West","2426CCE00068","Borehole","-24.79008","26.07709",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0068","Borehole","-24.79008","26.07709",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0010","Borehole","-24.78970","26.07118",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00335","Borehole","-24.78957","26.07327","Non Monitoring","1995-08-02","","Positive Displacement",,,,,,,,,,,
"Dept Water - North West","2426CCE0071","Borehole","-24.78949","26.07107",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0066","Borehole","-24.78877","26.05273",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCV0013","Borehole","-24.78876","26.03820",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCV0003","Borehole","-24.78875","26.08105",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00345","Borehole","-24.78874","26.05410",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00339","Borehole","-24.78874","26.07466",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0003","Borehole","-24.78858","26.05543",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00340","Borehole","-24.78848","26.08090",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00336","Borehole","-24.78846","26.07883","Non Monitoring","1995-08-04","","Positive Displacement",,,,,,,,,,,
"Dept Water - North West","2426CCE0072","Borehole","-24.78824","26.08069",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71324","Borehole","-24.78811","26.07213",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72006","Borehole","-24.78800","26.08082",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0011","Borehole","-24.78770","26.07068",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00330","Borehole","-24.78762","26.05327","Non Monitoring","1995-07-31","","Mono Type Pump",,,,,,,,,,,
"Dept Water - North West","2426CC00323","Borehole","-24.78762","26.07049","Non Monitoring","1900-01-01","","Mono Type Pump",,,,,,,,,,,
"Dept Water - North West","08-72005","Borehole","-24.78702","26.08064",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00258","Borehole","-24.78403","26.04966",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00256","Borehole","-24.78402","26.04966",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00255","Borehole","-24.78401","26.04966",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00257","Borehole","-24.78401","26.04967",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00259","Borehole","-24.78401","26.04968",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00344","Borehole","-24.78401","26.04968",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CCE0012","Borehole","-24.78251","26.04838",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DDE0012","Borehole","-24.78118","25.87245",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72030","Borehole","-24.77682","26.00052",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DDE0011","Borehole","-24.77448","25.89984",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00034","Borehole","-24.77354","25.94833",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DDE0005","Borehole","-24.77350","25.94828",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00035","Borehole","-24.77240","25.91520",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DDE0006","Borehole","-24.77235","25.91515",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72014","Borehole","-24.77129","25.99988",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00285","Borehole","-24.76744","26.01633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00283","Borehole","-24.76743","26.01633",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CC00281","Borehole","-24.76742","26.01633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00279","Borehole","-24.76741","26.01633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00277","Borehole","-24.76740","26.01633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00275","Borehole","-24.76739","26.01633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00273","Borehole","-24.76738","26.01633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CA00104","Borehole","-24.76737","25.93298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CA00108","Borehole","-24.76737","25.93301",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00271","Borehole","-24.76737","26.01633",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DD00002","Borehole","-24.76736","25.86632",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00103","Borehole","-24.76736","25.93298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CA00105","Borehole","-24.76736","25.93299",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CA00106","Borehole","-24.76736","25.93300",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CA00107","Borehole","-24.76736","25.93301",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CA00109","Borehole","-24.76736","25.93302",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CA00110","Borehole","-24.76736","25.93303",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CA00111","Borehole","-24.76736","25.93304",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00269","Borehole","-24.76736","26.01633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00268","Borehole","-24.76735","26.01633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00270","Borehole","-24.76735","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00272","Borehole","-24.76735","26.01635",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00274","Borehole","-24.76735","26.01636",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00276","Borehole","-24.76735","26.01637",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00278","Borehole","-24.76735","26.01638",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00280","Borehole","-24.76735","26.01639",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00282","Borehole","-24.76735","26.01640",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00284","Borehole","-24.76735","26.01641",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00286","Borehole","-24.76735","26.01642",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DDE1214","Borehole","-24.76731","25.89188",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DDE0071","Borehole","-24.76678","25.86592",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72013","Borehole","-24.75697","25.95522",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DDE0004","Borehole","-24.75381","25.97413",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DD00004","Borehole","-24.75375","25.97437",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DDE0070","Borehole","-24.75372","25.97411",,"","",,,,,,,,,,,,
"Dept Water - North West","2425DD00003","Borehole","-24.75291","25.97437",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00010","Borehole","-24.73406","26.08299",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00008","Borehole","-24.73405","26.08299",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00006","Borehole","-24.73404","26.08299",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00004","Borehole","-24.73403","26.08299",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00002","Borehole","-24.73402","26.08299",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00001","Borehole","-24.73401","26.08299",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00003","Borehole","-24.73401","26.08300",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00005","Borehole","-24.73401","26.08301",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00007","Borehole","-24.73401","26.08302",,"","",,,,,,,,,,,,
"Dept Water - North West","2426CA00009","Borehole","-24.73401","26.08303",,"","",,,,,,,,,,,,
